seq,latitude,longitude,altitude,accuracy,serverReceivedEpochMs,serverForwardEpochMs,phoneSendEstimatedServerEpochMs,phoneCallbackIntervalMs,geolocationAgeAtSendMs,pcReceiveLocalEpochMs,pcReceiveEstimatedServerEpochMs,monitorInterarrivalMs,phoneToServerLatencyMs,serverToMonitorLatencyMs,endToEndLatencyMs
17,37.25700545351612,127.18610363291714,146.52775133741994,24.331043568394634,1776757466300,1776757466300,1776757466239,1216,14,1776757471030,1776757466338.2002,1180.300048828125,61,38.2001953125,99.2001953125
18,37.25703484094368,127.18614997739053,146.52439266142076,23.947060310362417,1776757472715,1776757472715,1776757472640,6401,10,1776757477445.0999,1776757472753.3,6415.099853515625,75,38.300048828125,113.300048828125
19,37.257033959814216,127.18614931770534,146.52439266142076,24.485618442482593,1776757473920,1776757473920,1776757473857,1217,12,1776757478649.9,1776757473958.1,1204.800048828125,63,38.10009765625,101.10009765625
20,37.25705544372626,127.18619036345189,146.52307837947455,21.818916537608526,1776757480340,1776757480340,1776757480261,6404,8,1776757485070.7998,1776757480379,6420.89990234375,79,39,118
21,37.2570167131486,127.18619526734177,146.5534032672497,24.890279396441667,1776757486754,1776757486754,1776757486667,6406,10,1776757491487.7,1776757486795.9001,6416.900146484375,87,41.900146484375,128.900146484375
22,37.257049387609634,127.18625391275296,146.66837217528538,20.898933977813165,1776757493150,1776757493150,1776757493072,6405,9,1776757497880.5999,1776757493188.8,6392.89990234375,78,38.800048828125,116.800048828125
23,37.2570265842265,127.18623799582727,146.59747835102874,22.23398141081296,1776757499565,1776757499565,1776757499474,6402,8,1776757504296,1776757499604.2002,6415.400146484375,91,39.2001953125,130.2001953125
24,37.25694965122469,127.18613572194099,146.7508865188701,21.481728824549602,1776757505929,1776757505929,1776757505879,6405,8,1776757510661.0999,1776757505969.3,6365.099853515625,50,40.300048828125,90.300048828125
25,37.256930771488804,127.18611243614089,146.7508865188701,24.244838175103673,1776757507180,1776757507180,1776757507093,1214,11,1776757511911.5999,1776757507219.8,1250.5,87,39.800048828125,126.800048828125
26,37.25686037868859,127.1861355803885,147.20300799488086,20.34375570004878,1776757513589,1776757513589,1776757513525,6432,9,1776757518322.2998,1776757513630.5,6410.699951171875,64,41.5,105.5
27,37.256856056692534,127.18611336322901,147.91042151375316,19.470414084259428,1776757519990,1776757519990,1776757519921,6399,9,1776757524722.7,1776757520030.9001,6400.400146484375,69,40.900146484375,109.900146484375
28,37.25697265295879,127.18626061899434,146.18105460703373,19.63164087004548,1776757526394,1776757526394,1776757526325,6404,9,1776757531154.0999,1776757526462.3,6431.39990234375,69,68.300048828125,137.300048828125
29,37.25702644247808,127.18627457212047,146.18105460703373,21.462855305348235,1776757527599,1776757527599,1776757527534,1209,9,1776757532348.7,1776757527656.9001,1194.60009765625,65,57.900146484375,122.900146484375
30,37.25705862114517,127.18632683992159,146.0049771421692,19.408317851117605,1776757533994,1776757533994,1776757533940,6407,17,1776757538727.9,1776757534036.1,6379.199951171875,54,42.10009765625,96.10009765625
31,37.25707280765777,127.18642816813298,149.24167889866294,22.34446644498832,1776757538189,1776757538189,1776757538125,4186,29,1776757542922.9,1776757538231.1,4195,64,42.10009765625,106.10009765625
32,37.25708869915456,127.18638745796646,149.97003187178632,21.15211525333123,1776757539194,1776757539194,1776757539127,1002,31,1776757543927.2998,1776757539235.5,1004.39990234375,67,41.5,108.5
33,37.257088136540666,127.18634773331735,144.10506725839298,15.892197887689198,1776757540229,1776757540229,1776757540155,1028,59,1776757544962.5999,1776757540270.8,1035.300048828125,74,41.800048828125,115.800048828125
34,37.25707960853509,127.18632600704203,144.1480959334999,14.442086112353467,1776757541239,1776757541240,1776757541157,1002,61,1776757545973.7,1776757541281.9001,1011.10009765625,82,41.900146484375,124.900146484375
35,37.257084758149375,127.1862958798997,144.2673106222726,14.44397713050193,1776757542244,1776757542244,1776757542180,1023,84,1776757546978.0999,1776757542286.3,1004.39990234375,64,42.300048828125,106.300048828125
36,37.25708073317057,127.18628970896981,144.13651173206432,14,1776757543224,1776757543224,1776757543167,987,71,1776757547957.9,1776757543266.1,979.800048828125,57,42.10009765625,99.10009765625
37,37.257080088525456,127.18628606158107,144.10936656313166,12.54081003509426,1776757544284,1776757544284,1776757544206,1039,110,1776757549018.4,1776757544326.6,1060.5,78,42.60009765625,120.60009765625
38,37.257088660168776,127.18628046433496,143.86969711469467,7.711357876335938,1776757545239,1776757545239,1776757545171,965,75,1776757549973.7998,1776757545282,955.39990234375,68,43,111
39,37.25709767146896,127.18626949439111,143.82391788790676,5.9284310185232885,1776757546234,1776757546234,1776757546173.5,999,74,1776757550968,1776757546276.2002,994.2001953125,60.5,42.2001953125,102.7001953125
40,37.257106736058425,127.18626573130689,143.76015671317478,5.075894763646043,1776757547246,1776757547246,1776757547172.5,999,73,1776757551980.0999,1776757547288.3,1012.099853515625,73.5,42.300048828125,115.800048828125
41,37.2571221215542,127.18626356528557,143.70724359048663,4.6021457799634,1776757548269,1776757548269,1776757548208.5,1036,109,1776757553003,1776757548311.2002,1022.900146484375,60.5,42.2001953125,102.7001953125
42,37.25713464878975,127.18626037904711,143.54378655374018,4.406537333062574,1776757549234,1776757549234,1776757549173.5,965,74,1776757553968.2,1776757549276.4001,965.199951171875,60.5,42.400146484375,102.900146484375
43,37.25714525467492,127.1862575836808,143.5437866896391,4.7486515301917445,1776757550294,1776757550294,1776757550246.5,1073,143,1776757555029.2998,1776757550337.5,1061.099853515625,47.5,43.5,91
44,37.25715165993424,127.18625989589711,143.53621754329652,4.748651530191751,1776757551124,1776757551124,1776757551068.5,822,58,1776757555862.0999,1776757551170.3,832.800048828125,55.5,46.300048828125,101.800048828125
45,37.2571640964899,127.18626441087353,143.49336369987577,4.74865153019175,1776757552119,1776757552119,1776757552069,1004,62,1776757556853.5,1776757552161.7002,991.400146484375,50,42.7001953125,92.7001953125
46,37.257175690918125,127.18626524380895,143.74019296374172,4.748651530191746,1776757553134,1776757553134,1776757553072,1003,65,1776757557877.7,1776757553185.9001,1024.199951171875,62,51.900146484375,113.900146484375
47,37.25719335932706,127.1862570821673,143.72656257357448,4.748651530191736,1776757554124,1776757554124,1776757554075,1003,68,1776757558862.0999,1776757554170.3,984.39990234375,49,46.300048828125,95.300048828125
48,37.25721147586453,127.18624729300778,143.30482226144522,4.748651530191729,1776757555134,1776757555134,1776757555073,998,66,1776757559877,1776757555185.2002,1014.900146484375,61,51.2001953125,112.2001953125
49,37.25722727705903,127.18624499694887,143.17867328599095,4.7486515301917285,1776757556144,1776757556144,1776757556079,1006,72,1776757560878.7998,1776757556187,1001.7998046875,65,43,108
50,37.25723455477235,127.18624475216536,142.87601529899985,4.748651530191729,1776757557144,1776757557144,1776757557092,1013,85,1776757561878.7,1776757557186.9001,999.900146484375,52,42.900146484375,94.900146484375
51,37.257254404511954,127.186242818833,142.77405372355133,4.748651530191729,1776757558129,1776757558129,1776757558081,989,74,1776757562863.4,1776757558171.6,984.699951171875,48,42.60009765625,90.60009765625
52,37.25727105825809,127.18623853212281,142.66974013950676,4.767803171184373,1776757559145,1776757559145,1776757559090,1009,83,1776757563887.9,1776757559196.1,1024.5,55,51.10009765625,106.10009765625
53,37.25727940345136,127.18623446520196,142.62509557884187,4.748651530191726,1776757560158,1776757560159,1776757560078,988,71,1776757564894.9,1776757560203.1,1007,80,44.10009765625,125.10009765625
54,37.25729918695049,127.18622835294154,142.49703585356474,4.7486515301917285,1776757561134,1776757561134,1776757561081,1003,74,1776757565895.7998,1776757561204,1000.89990234375,53,70,123
55,37.25731584490539,127.18621866666425,142.3846518881619,4.748651530191727,1776757562134,1776757562134,1776757562081,1000,74,1776757566877.7998,1776757562186,982,53,52,105
56,37.25732067562817,127.18622129337639,142.1948870625347,4.748651530191732,1776757563144,1776757563144,1776757563090,1009,83,1776757567880.9,1776757563189.1,1003.10009765625,54,45.10009765625,99.10009765625
57,37.25733319174148,127.18621576967392,142.17328097485006,4.748651530191738,1776757564159,1776757564159,1776757564090,1000,83,1776757568893.9,1776757564202.1,1013,69,43.10009765625,112.10009765625
58,37.25734038376886,127.18621393926608,141.97647185716778,4.748651530191738,1776757565124,1776757565125,1776757565081,991,74,1776757569862.5999,1776757565170.8,968.699951171875,43,45.800048828125,89.800048828125
59,37.25735457664253,127.18621105909375,141.94794008880854,4.748651530191744,1776757566165,1776757566165,1776757566089,1008,82,1776757570900,1776757566208.2002,1037.400146484375,76,43.2001953125,119.2001953125
60,37.25736717647915,127.18620608819002,141.83237003721297,4.748651530191738,1776757567149,1776757567149,1776757567084,995,77,1776757571894.7,1776757567202.9001,994.699951171875,65,53.900146484375,118.900146484375
61,37.25737821653981,127.18620385831683,141.73527289368212,4.748651530191742,1776757568136,1776757568136,1776757568084,1000,77,1776757572871.7,1776757568179.9001,977,52,43.900146484375,95.900146484375
62,37.25739350010156,127.1862012213208,141.71915722824633,4.748651530191738,1776757569162,1776757569162,1776757569087,1003,80,1776757573896.7,1776757569204.9001,1025,75,42.900146484375,117.900146484375
63,37.257337849681186,127.18614271232977,141.9157740259543,6.192327732770237,1776757570152,1776757570152,1776757570085,998,78,1776757574887,1776757570195.2002,990.300048828125,67,43.2001953125,110.2001953125
64,37.25735238375953,127.18612821849828,142.20565794967115,3.5836660698609863,1776757571142,1776757571142,1776757571088,1003,81,1776757575879.2998,1776757571187.5,992.2998046875,54,45.5,99.5
65,37.25736175438297,127.18609319122281,142.13899517431855,5.188065539947493,1776757572142,1776757572142,1776757572088,1000,81,1776757576879.5999,1776757572187.8,1000.300048828125,54,45.800048828125,99.800048828125
66,37.257367006243065,127.18610058474246,141.7303953655064,6.7684064143433895,1776757573157,1776757573158,1776757573092,1004,85,1776757577893.4,1776757573201.6,1013.800048828125,65,43.60009765625,109.60009765625
67,37.25737876674648,127.18609803052978,141.5971688805148,6.591820446583297,1776757574137,1776757574137,1776757574087,995,80,1776757578872.2998,1776757574180.5,978.89990234375,50,43.5,93.5
68,37.257386987975366,127.18610689568582,141.39592262543738,6.235085619276144,1776757575167,1776757575167,1776757575085,998,78,1776757579902.2998,1776757575210.5,1030,82,43.5,125.5
69,37.257401567250504,127.18612688126034,141.487490975298,6.241729341316393,1776757576148,1776757576148,1776757576082,997,75,1776757580885.9,1776757576194.1,983.60009765625,66,46.10009765625,112.10009765625
70,37.257407678115705,127.18614415797789,141.15487051103264,5.910506295494074,1776757577142,1776757577142,1776757577083,1001,76,1776757581884.7,1776757577192.9001,998.800048828125,59,50.900146484375,109.900146484375
71,37.257414638310266,127.18616205410983,140.66063784901053,5.64388659403626,1776757578137,1776757578137,1776757578087,1004,80,1776757582872.2998,1776757578180.5,987.599853515625,50,43.5,93.5
72,37.25741996112806,127.18617609113464,140.06358336284757,5.503873749318796,1776757579172,1776757579172,1776757579087,1000,80,1776757583907,1776757579215.2002,1034.7001953125,85,43.2001953125,128.2001953125
73,37.25742766012575,127.18619011645929,140.18675061501563,5.357498315281043,1776757580149,1776757580149,1776757580086,999,79,1776757584896.2,1776757580204.4001,989.199951171875,63,55.400146484375,118.400146484375
